164

1,1.1,1
2,1.4,1
3,1.8,1
4,1.2,1
6,1.12,1
7,1.2,1
8,1.3,1
9,1.9,1
10,1.12,1
11,1.7,1
12,1.4,0
13,1.5,1
14,1.11,0
15,1.5,1
16,1.4,1
17,1.1,1
18,1.4,0
19,1.11,1
20,1.5,1
21,1.8,0
22,1.3,1
23,1.8,0
24,1.5,1
25,1.7,0
26,1.11,0

1,3.1,1
2,3.3,1
3,3.5,1
4,3.2,1
5,3.5,1
6,3.5,1
7,3.1,1
8,3.1,1
9,3.4,1
10,3.1,1
11,3.5,1
12,3.4,1
13,3.6,1
14,3.1,1
15,3.1,1
16,3.2,1
17,3.1,1
18,3.4,1
19,3.3,0
20,3.1,1
21,3.2,0
22,3.4,1
23,3.6,0
24,3.5,1
25,3.3,1
26,3.5,1
27,3.1,1

1,2.1,1
2,2.5,1
3,2.12,1
4,2.6,1
5,2.9,1
6,2.1,1
7,2.1,1
8,2.6,1
9,2.2,1
10,2.6,0
11,2.12,1
12,2.9,1
13,2.1,1
14,2.9,1
15,2.5,0
16,2.4,1
17,2.6,1
18,2.1,1
19,2.2,1
20,2.4,1
21,2.12,1
22,2.12,1

1,1.1,1
2,1.9,1
3,1.9,1
4,1.4,0
5,1.6,1
6,1.8,1
7,1.11,1
8,1.12,0
9,1.1,1
10,1.5,1
11,1.13,1
12,1.2,1
13,1.8,1
14,1.5,1
15,1.6,0
16,1.3,1
17,1.5,0
18,1.1,0
19,1.5,0
20,1.7,0
21,1.9,1
22,1.8,0
23,1.10,0
24,1.5,1
25,1.11,1
