167

1,1.7,1
2,1.8,1
3,1.2,1
4,1.8,1
5,1.3,1
6,1.9,0
7,1.4,1
8,1.3,1
9,1.4,1
10,1.3,1
11,1.9,1
12,1.8,1
13,1.6,1
14,1.5,1
15,1.3,1
16,1.9,1
17,1.8,1
18,1.1,1
19,1.10,1
20,1.5,0
21,1.9,0
22,1.4,1
23,1.11,1
24,1.5,0
25,1.3,1

1,3.1,1
2,3.5,1
3,3.1,1
4,3.5,0
5,3.5,1
6,3.4,1
7,3.4,1
8,3.4,1
9,3.5,0
10,3.5,1
11,3.5,1
12,3.3,1
13,3.3,1
14,3.1,1
15,3.5,1
16,3.2,0
17,3.3,1
18,3.5,1
19,3.3,1
20,3.2,1
21,3.5,1
22,3.1,1
23,3.3,1
24,3.5,0
25,3.4,1
26,3.2,1
27,3.5,1

1,1.6,1
2,1.5,1
3,1.3,1
4,1.4,1
5,1.3,1
6,1.9,1
7,1.10,1
8,1.8,1
9,1.4,1
10,1.8,1
11,1.5,1
12,1.3,1
13,1.1,1
14,1.11,1
15,1.7,1
16,1.3,1
17,1.9,1
18,1.5,0
19,1.8,1
20,1.1,1
21,1.8,1
22,1.4,1
23,1.7,1
24,1.8,1
25,1.5,0

1,2.1,1
2,2.2,0
3,2.6,1
4,2.5,1
5,2.4,1
6,2.2,1
7,2.1,1
8,2.5,1
9,2.4,1
10,2.12,1
11,2.4,1
12,2.5,1
13,2.1,1
14,2.2,1
15,2.12,1
16,2.3,1
17,2.2,1
18,2.12,1
19,2.1,1
20,2.4,1
21,2.2,1
22,2.4,0
23,2.7,1
