166

1,1.1,1
2,1.3,1
3,1.2,1
4,1.4,1
5,1.5,1
6,1.6,1
7,1.5,1
8,1.4,1
9,1.7,1
10,1.4,1
11,1.8,1
12,1.9,1
13,1.4,1
14,1.10,1
15,1.8,1
16,1.5,1
17,1.11,1
18,1.3,0
19,1.5,1
20,1.3,1
21,1.7,1
22,1.11,1
23,1.8,1
24,1.4,1
25,1.10,0

1,2.1,1
2,2.2,1
3,2.3,1
4,2.5,1
5,2.2,1
6,2.4,1
7,2.1,1
8,2.6,1
9,2.2,1
10,2.4,1
11,2.7,1
12,2.8,1
13,2.1,1
14,2.4,1
15,2.7,1
16,2.7,1
17,2.2,0
18,2.7,0
19,2.10,1
20,2.3,1
21,2.9,1
22,2.11,1
23,2.4,1

1,1.3,1
2,1.4,1
3,1.3,1
4,1.5,1
5,1.12,1
6,1.4,1
7,1.12,1
8,1.12,1
9,1.11,1
10,1.10,1
11,1.4,1
12,1.8,1
13,1.6,0
14,1.5,0
15,1.4,1
16,1.10,0
17,1.11,0
18,1.9,1
19,1.8,1
20,1.9,0
21,1.8,0
22,1.3,0
23,1.5,1
24,1.11,0
25,1.7,1
26,1.8,0

1,3.1,1
2,3.2,1
3,3.5,0
4,3.5,1,
5,3.1,1
6,3.5,0
7,3.1,1
8,3.2,0
9,3.4,1
10,3.5,1
11,3.5,1
12,3.5,1
13,3.1,1
14,3.3,0
15,3.4,1
16,3.4,1
17,3.3,1
18,3.5,1
19,3.5,0
20,3.1,1
21,3.5,1
22,3.4,1
23,3.5,1
24,3.1,1
25,3.5,1
26,3.5,1
27,3.5,1
